[2017-12-28 13:01:42,450] gpo_agent - MainThread DEBUG: Command binary: echo is eligible.
[2017-12-28 13:01:42,450] gpo_agent - MainThread INFO: Command [echo "hello"] eligibility: True.
[2017-12-28 13:01:42,460] gpo_agent - Thread-1 INFO: Command [echo "hello"] execution result: Success.
[2017-12-28 13:02:06,662] gpo_agent-MainThread INFO: Format command file.
[2017-12-28 13:02:06,678] gpo_agent-MainThread INFO: Command [dos2unix cmd/gpo_cmd] execution result: Fail!
[2017-12-28 13:02:06,678] gpo_agent-MainThread INFO: Format allow command file.
[2017-12-28 13:02:06,689] gpo_agent-MainThread INFO: Command [dos2unix conf/cmd.allow] execution result: Fail!
[2017-12-28 13:02:06,690] gpo_agent-MainThread INFO: Format deny command file.
[2017-12-28 13:02:06,701] gpo_agent-MainThread INFO: Command [dos2unix conf/cmd.deny] execution result: Fail!
[2017-12-28 13:02:06,702] gpo_agent-MainThread INFO: Start running Command one by one...
[2017-12-28 13:02:06,702] gpo_agent-MainThread DEBUG: Add command: echo "hello" to execute.
[2017-12-28 13:02:06,702] gpo_agent-MainThread DEBUG: Command binary: echo is eligible.
[2017-12-28 13:02:06,702] gpo_agent-MainThread INFO: Command [echo "hello"] eligibility: True.
[2017-12-28 13:02:06,712] gpo_agent-Thread-1 INFO: Command [echo "hello"] execution result: Success.
[2017-12-28 13:02:37,208] gpo_agent-MainThread INFO: Format command file.
[2017-12-28 13:02:37,222] gpo_agent-MainThread INFO: Command [dos2unix cmd/gpo_cmd] execution result: Fail!
[2017-12-28 13:02:37,223] gpo_agent-MainThread INFO: Format allow command file.
[2017-12-28 13:02:37,233] gpo_agent-MainThread INFO: Command [dos2unix conf/cmd.allow] execution result: Fail!
[2017-12-28 13:02:37,234] gpo_agent-MainThread INFO: Format deny command file.
[2017-12-28 13:02:37,244] gpo_agent-MainThread INFO: Command [dos2unix conf/cmd.deny] execution result: Fail!
[2017-12-28 13:02:37,244] gpo_agent-MainThread INFO: Start running Command one by one...
[2017-12-28 13:02:37,244] gpo_agent-MainThread DEBUG: Add command: echo "hello" to execute.
[2017-12-28 13:02:37,244] gpo_agent-MainThread DEBUG: Add command: echo "hello" to execute.
[2017-12-28 13:02:37,244] gpo_agent-MainThread DEBUG: Add command: echo "hello" to execute.
[2017-12-28 13:02:37,244] gpo_agent-MainThread DEBUG: Add command: echo "hello" to execute.
[2017-12-28 13:02:37,244] gpo_agent-MainThread DEBUG: Add command: echo "hello" to execute.
[2017-12-28 13:02:37,245] gpo_agent-MainThread DEBUG: Add command: echo "hello" to execute.
[2017-12-28 13:02:37,245] gpo_agent-MainThread DEBUG: Add command: echo "hello" to execute.
[2017-12-28 13:02:37,245] gpo_agent-MainThread DEBUG: Command binary: echo is eligible.
[2017-12-28 13:02:37,245] gpo_agent-MainThread INFO: Command [echo "hello"] eligibility: True.
[2017-12-28 13:02:37,246] gpo_agent-MainThread DEBUG: Command binary: echo is eligible.
